OrderID,Date,Customer,Product,Category,Price,Quantity,SalesRep,Region
1249,07-02-2024,Customer 250,Nike Air nax,Technology,1261.5309709973717 dollars,10,  John Smith  ,West
1251,04-01-2023,Customer 251,Xbox Series X,SpoRTs,339.8668498863419 dollars,9,N/A,  Central  
1252,Invalid Date,Customer 252,nInTEndo SwITch,Electronics,588.32,5,  David Lee  ,North
1253,05-02-2023,Customer 253,Xbox Series X,  Electronics  ,$182.058,7,Amanda Taylor,  South  
1254,10/14/2024,Customer 254,iPhoge 15,Home,1166.62,2,Sarah Johnson,West
1255,5/20/2024,cuStoMer 255,Blender pro,Technology,-,1,Jessica Martinez,South
1256,8/26/2023,Customer 256,PlayStation 5,  Sports  ,N/A,6,  Kevin Anderson  ,  South  
1257,Invalid Date,CuSToMeR 257,Samsung Galaxy S24,Home,1453.29,10,  David Lee  ,South
1258,1/26/2024,Customer 258,ipad Air,Electronics,719.38,7,TBD,korth
1259,Invalid Date,Customer 259,  Fitness Tracker  ,hoMe,1044.4409944814893 dollars,5,Mike Davis,East
1260,5/31/2024,Customer 260,Adidas Ultraboost,Home,453.1608703202396 dollars,9,Jessica Martinez,  South  
1261,08-11-2024,Customer 261,TESla MoDel 3,homE,-,6,John Smith,  wEst  
1262,27-06-2024,Customer 262,  Surface Pro  ,Home,871.08,7,Kevin Anderson,South
1262,11-05-2024,cusTomeR 263,  Blender Pro  ,spORts,470.06,5,Kevin Anderson,South
1264,06-12-2024,Customer 264,Fitness Tracker,Home,2005.25,1,Missing, jWest  
1265,16-09-2023,CUstomer 265,niKe Air maX,  Technology  ,1328.7051328153045 dollars,4,NULL,East
1266,11-06-2024,  Customer 266  ,Levi's Jeans,Clothing,#N/A,9,John Smith,West
1267,31-10-2023,Customer 267,Surface Pro,  Home  ,352.51,3,  Lisa Garcia  ,South
1268,06-12-2023,customer 268,  AirPods Pro  ,Homk,-,2,lisa GARCia,  Central  
1269,Invalid Date,Customer 269,AirPods Pro,spoRTS,N/A,9,Amanda Taylor,  East  
1270,6/15/2024,Customer 270,Yoga Mat,Clothing,1809.42,3,Sarah Johnson,South
1271,09-10-2023,Customer 271,Coffee makeR,Home,793.2,4,jEssiCa martInez,Centrel
1272,18-02-2023,Customer 272,MacBook Pro,Sports,205.18386364540214 dollars,6,  David Lee  ,North
1273,05-04-2024,Customer 273,Nike Air Max,Electrowics,N/A,5,NULL,East
1274,03-05-2023,Customer 274,  Yoga Mat  ,Home,893.01,10,Missing,North
1275,26-12-2024,  CusTOmer 275  ,Sony WH-1000XM5,Sports,TBD,8,Lisa Garciq,East
1276,09-10-2023,Customer 276,Blender Pro,Clothing,916.95,8,NULL,South
1276,02-04-2024,  Customer 277  ,  Tesla Model 3  ,Sports,NULL,5,NULL,East
1278,12-11-2023,Customer 278,Canon EOS R5,technOLoGy,825.69,3,NULL,East
1278,10/20/2024,  cuStomer 279  ,  iPAd air  ,Technology,776.69,6,Sarah Johnson,East
ORD-1280,Invalid Date,Customer 280,Yoga Mat,Spohts,1124.58,10,N/A,South
1281,09-08-2023,CusTomeR 281,nIKe aIr max,Technology,#N/A,10,CHrIs wILsON,West
1282,01-02-2023,  Customer 282  ,  Dell XPS 13  ,eLectronics,TBD,5,AMaNdA tayloR,WEST
1283,23-12-2023,Customer 283,nInteNdO sWiTCh,Home,#N/A,9,Missing,Central
1284,06-05-2024,Customer 284,Nintendo Switch,Home,#N/A,NULL,NULL,East
ORD-1285,03-09-2024,Customer 285,BlenDer PrO,Clothing,TBD,10,Jessica Martinez,noRth
1286,07-08-2024,Customer 286,iPhone 15,Sports,-,10,Kevin Anderson,West
1287,1/17/2023,Customer 287,Tesla Model 3,  Clothing  ,"14,79,16,02,74,68,88,300",5,Missing,  West  
1288,15-01-2024,cUstomeR 288,Cwnon EOS R5,Clothing,958.26,4,Chris Wilson,North
1289,8/30/2023,Customer 289,Tesla Model 3,Clothing,231.91941086904896 dollars,3,  cevin Anderson  ,  west  
1290,30-12-2024,Customer 290,Coffee Maker,Sporhs,-,7,David Lee,Nortm
1291,04-05-2023,Customer 291,LEVI'S jeAns,  Technology  ,900.97,9,  Sarah Johnson  ,cenTral
1292,12/28/2023,  Customer 292  ,Nike Air Max,Sports,1586.39,3,  Jessica Martinez  ,East
1293,29-12-2024,Customer 293,Surface Pro,Clothing,1852.98,9,Chris Wilson,West
1294,17-04-2023,iustomer 294,Fitneds Tracker,Home,2016.9,6,David Lee,East
1295,23-08-2024,CUsTomEr 295,iPad Air,Home,1859.37,3,Kevin Anderson,  Central  
1296,03-05-2024,cuSTomeR 296,Xbox Series X,  Technology  ,2001.71,7,  Mike Davis  ,easT
1297,11/15/2023,custOmer 297,  iPad Airp ,hOmE,$120.678,9,LIsa Garcia,  East  
1298,7/24/2023,  cusToMer 298  ,hurface Pro,Sports,773.94,4,cHris wilsOn,South
1299,03-08-2023,Custemer 299,Nintkndo Switch,Home,536.89,3,Chris Wilson,South
1300,13-09-2024,Customer 300,  Fitness Tracker  ,cloThinG,292.64,7,  John Smith  ,  North  
1301,Invalid Date,Customer 301,  Tesla Moqel 3  ,  Sports  ,TBD,5,N/A,Centzal
1302,3/14/2024,Customer 302,Levi's Jeans,Electronics,632.09,8,Kevin Anderson,West
1303,07-03-2024,Customer 303,PlayStation 5,Technology,1224.37,7,Amanda Taylor,South
ORD-1304,15-06-2023,Customer 304,AirPods Pro,Electronics,"$1,456.039",4,NULL,North
1305,09-04-2024,Customer 305,Adidas Ultraboost,Clothing,483.09,6,Jessica Martinez,Wbst
ORD-1306,1/31/2024,  Customer 306  ,  Samsung Galaxy S24  ,Technology,TBD,1,ChrIs wilsoN,east
ORD-1307,Invalid Date,Customer 307,Adidas Ultraboost,Technology,N/A,N/A,#N/A,West
1308,29-05-2024,  CustOMer 308  ,  Xbox Series X  ,Home,463.6722215650064 dollars,4,Amanda Taylor,West
1309,8/23/2023,Customer 309,iPhone 15,Home,N/A,1,Jessica Martinez,South
1310,02-11-2023,  Customer 310  ,AirPods Pro,Clothing,#N/A,9,N/A,South
1311,14-01-2024,CuStoMER 311,Surface Pro,  Electronics  ,NULL,4,Kevin Anderson,East
1312,2/16/2023,  Customer 312  ,aIRpOds pRo,Technology,647.5,2,NULL,cenTRAl
1313,06-10-2024,  Customer 313  ,Sony WH-1000XM5,plectronics,269.34,6,  Lisa Garcia  ,West
1314,06-04-2024,CusTomER 314,blenDEr pro,  Technollgy  ,"$1,612.938",2,Amanda Taylor,North
1315,09-01-2023,Customer 315,  PlayStation 5  ,  Electronics  ,1459.52,3,Mike Davis,North
1316,6/25/2023,Customer 316,Adidas Ultraboost,home,Missing,8,  Emily Brown  ,centraL
ORD-1317,02-03-2023,customeR 317,Tesla Model 3,Home,1455.72,4,daviD lEe,West
1318,24-06-2023,Customer 318,Yoga Mat,Clothing,Missing,7,John Smith,West
1319,30-11-2023,  Customer 319  ,Canon EOS R5,  Technology  ,$542.071,5,N/A,  Sodth  
1320,06-06-2023,Customer 320,  MacBook Pro  ,Home,147.79,10,Chris Wilson,Nolth
1321,3/19/2023,Customer 321,Dell XPS 13,Sports,950.84,5,Jessica Martinez,  west  
1322,3/21/2023,cusToMeR 322,  fitnEss TRACker  ,Clothing,#N/A,9,SaraH johnsOn,  Central  
1323,10-02-2024,  Customer 323  ,Sony WH-1000XM5,Clothing,904.5265156028134 dollars,10,sARaH joHnsOn,centRal
1324,Invalid Date,Customer 324,MacBook Pro,Sports,1271.18,5,Mike Davis,SoutH
1325,07-07-2024,Customer 325,MacBook Pro,Technology,$357.537,3,Jessica Martinez,Central
1326,Invalid Date,  Customer 326  ,Canon EOS R5,Electronics,68.15,10,Jessica Martinez,  West  
1327,01-04-2023,  cUstomeR 327  ,Canon EOS R5,  Technology  ,1257.69,9,Emfly Brown,  CeNtRal  
1328,5/17/2024,Custimer 328,Sony WH-1000XM5,Home,$210.369,5,David Lee,Centraj
1329,11/23/2024,Customer 329,Adidas Ultraboost,  Home  ,1258.27,2,  Lisa Garcia  ,SoutH
1330,TBD,CUsTomeR 330,Canon EOS R5,Electronics,$574.776,5,Lisa Gazcia,  West  
1331,7/23/2024,Customer 331,  MacBook Pro  ,Clothing,$501.213,10,  sARAH JOhnsOn  ,West
1332,01-06-2023,  Customer 332  ,  Nike Air Max  ,Sports,1087.08,1,Emily Brown,South
1333,02-05-2023,Customer 333,  AirPods Pro  ,Sports,348.44,3,Mike Davis,East
1334,7/28/2023,cuStomeR 334,adIdas ulTrAboost,Technology,693.49,1,John Smith,West
ORD-1335,16-08-2024,  cUstomER 335  ,Xbox Series X,Technology,852.97,Missing,Sarah Johnson,easT
1336,4/29/2023,oustomer 336,Blender Pro,Technology,#N/A,5,Amanda Taylor,  soutH  
1337,18-02-2024,Customer 337,ipHone 15,Home,NULL,10,N/A,Central
1338,2/28/2023,  Customer 338  ,Fitness Tracker,Technology,Missing,6,Chris Wilson,North
1339,29-07-2024,  Customer 339  ,Dell XPS 13,Sposts,TBD,4,Sarah Johnson,Wqst
1340,Invalid Date,  Customer 340  ,MacBook Pro,Clothing,326.73,5,  Jessica Martinez  ,Central
1341,Invalid Date,Customer 341,Samsung Galaxy S24,nome,784.2764762526832 dollars,5,Amanda Taylor,Central
1342,17-08-2023,Customer 342,nINTendo switch,eLEctronics,1148.2947131908732 dollars,2,David Lee,East
1343,12/13/2023,Customer 343,Fitness Tracker,Sports,$640.639,5,  chrIS wilson  ,West
1344,Invalid Date,Customer 344,Tesla Model 3,Sports,582.04,9,Jessica Martinez,nOrTh
ORD-1345,02-10-2024,Customer 345,Dell XPS 13,cLOThINg,-,4,Emily Brown,Central
1346,19-05-2024,Customer 346,  bLendEr pro  ,Clothing,NULL,4,N/A,West
1347,11/16/2024,Customer 347,  TeSlA moDEl 3  ,Sports,568.8,10,TBD,Central
1348,06-04-2023,Customer 348,suRface pRo,Clothing,1099.84,7,amanda TAyloR,North
1349,11/30/2024,  Customer 349  ,Yoga Mat,Electronics,"13,32,50,79,56,23,50,500",7,  David Lee  ,  North  
1350,6/29/2024,Customer 350,bLEnder pro,  Home  ,TBD,10,NULL,Soudh
ORD-1351,9/14/2024,Customer 351,AirPods Pro,Technology,970.6,8,Kevin Anderson,Norta
ORD-1351,19-10-2023,  Customer 352  ,PlayStation 5,  Electronics  ,691.51,9,N/A,East
1353,3/27/2024,  Customer 353  ,cOFFEE makEr,Electronics,1484.94,2,  David Lee  ,North
ORD-1354,29-04-2024,Customer 354,CoffEe Maker,HOMe,178.69,9,  Kevin Anderson  ,North
1355,12/24/2023,Customer 355,Adidas Ultraboost,cLOthing,TBD,7,Amanda Taylor,North
ORD-1356,2/20/2023,Customer 356,  Dell XPS 13  ,  cLothinG  ,1210.64,6,Emily Brown,  Central  
1357,20-12-2024,dustomer 357,Coffee Maker,Sports,1981.6967323904794 dollars,9,-,North
1358,09-12-2023,  Customer 358  ,  Sony WH-1000XM5  ,Clothing,Missing,2,Chris Wilson,Central
1359,19-11-2024,  Customer 359r ,  MacBook Pro  ,sPORts,$835.155,2,#N/A,North
1360,5/19/2024,Customer 360,yOga MAT,Homy,1184.85,2,Chris Wilson,South
1361,2/15/2024,Customer 361,bLenDer pRo,Home,94.63017553850568 dollars,1,TBD,South
1362,26-07-2023,CuStomer 362,tesLa MODel 3,Home,TBD,7,  Emily Brown  ,  Central  
1363,29-09-2024,cuStomeR 363,  iPhone 15  ,Technology,TBD,7,NULL,South
1364,3/16/2024,  Customer 364  ,iPad Air,Technology,690.44,5,Amanda Taylor,West
1365,20-11-2023,  CuStomEr 365  ,AirPods Pro,Technology,TBD,1,TBD,West
ORD-1366,5/31/2023,  Customer 366  ,TeSLA mODEl 3,Electronics,1096.71,7,Amanda Taylor,Central
ORD-1367,10-08-2023,  Customer 367  ,Nike Air Max,Technology,276.35,10,Chris Wilson,Central
1368,5/18/2024,Customer 368,AirPods Pro,Home,Missing,3,David Lee,  eASt  
1369,15-08-2024,  Customer 369  ,Blender Pro,elEctrONicS,$332.422,5,-,oorth
1369,Invalid Date,Customer 370,Nike Air Max,Electronics,192.69,4,Amanda Taylor,North
1371,Invalid Date,  Customer 371  ,Dell XPS 13,Technology,"1,13,87,42,14,63,44,520",2,David Lee,  west  
1372,TBD,Custwmer 372,iPhone 15,Clothing,"5,49,55,63,48,34,89,250",7,John Smith,Wpst
1373,12/18/2024,  Customer 373  ,  Nike Air Max  ,TeChNology,1481.93,1,  Mike Davis  ,SOutH
1374,07-08-2024,customEr 374,Tesla Model 3,  Technology  ,TBD,1,Lisa Garcia,SoUTh
1375,6/19/2023,Customer 375,  MacBook Pro  ,Clothing,1694.63,2,TBD,West
1375,3/19/2023,Customer 376,AirPods Pgo,  Electronics  ,1298.1617336922952 dollars,3,John Smith,West
1377,TBD,Customer 377,Fitness Tracker,Clothing,"19,87,35,46,55,19,73,200",3,#N/A,Central
1378,10-06-2023,Customer 37i,MacBook Pro,Electronics,1372.88,6,-,Central
1379,8/17/2023,Customzr 379,MacBook Pro,  Home  ,76,10,Jessica Martinez,central
ORD-1380,2/22/2023,Cugtomer 380,Levi's Jeans,Clothing,NULL,6,Mike Davis,East
1381,3/21/2023,uustomer 381,MacBook Pro,  eleCTRoNiCs  ,N/A,7,Missing,  East  
1382,06-07-2023,  Customer 382  ,Coffee Maker,clothinG,Missing,6,  Emily Brown  ,East
1383,03-11-2023,  Customer 383  ,Samsung Galaxy S24,  Clothing  ,"8,36,25,74,86,00,60,510",8,dAvid lee,Eavt
1384,07-12-2023,Customer 384,Samsung Galaxy S24,Clothing,485.6192765901155 dollars,2,Chris Wilson,East
1385,01-06-2023,Customer 385,iPhone 15,Electronics,"$1,180.035",1,Missing,West
1386,10-01-2023,Customer 386,Tesla Model 3,Trchnology,1266.73,7,  Sarah Johnson  ,South
1387,15-06-2024,Customer 387,Yoga Mat,Home,726.63,10,Amanda Taylor,West
1388,Invalid Date,cUsTomer 388,Sony WH-1000XM5,Sports,NULL,7,Mmke Davis,south
ORD-1389,25-10-2024,  Customer 389  ,  xbox SERIEs X  ,Electronics,943.54,1,Chris Wilson,SOUTh
1390,08-11-2024,Customer 390,Adidas Ultraboost,Technology,1882.59,4,  LisA gARCia  ,West
1391,04-10-2023,Customer 391,Fitness Tracker,Sports,$657.392,1,Jessica Martinez,Central
1392,6/25/2023,Customer 392,  IpHoNE 15  ,Clothing,$410.905,6,Emily Brown,West
1393,11-06-2023,Customer 393,  Adidas Ultraboost  ,Sports,Missing,9,Chris Wilson,f East  
ORD-1394,12-04-2024,Customer 394,  Levi's Jeans  ,Clothing,TBD,7,Missing,  Central  
1395,19-09-2023,customeR 395,Yoga Mat,Home,1682.86,2,chris wilsoN,  East  
1396,Invalid Date,  Customer 396  ,Tesla Model 3,clotHINg,689.84,1,  John Smith  ,  sOuth  
1397,12/28/2024,Customer 397,Yoga Mat,Home,846.23,2,miKE DaVIs,North
1398,9/13/2023,Cushomer 398,Samsung GalaxyoS24,Sports,NULL,6,TBD,North
1399,04-11-2024,Customer 399,Yoga Mat,Technology,Missing,10,N/A,  North  
1400,25-09-2023,Customer 400,Canon EOS R5,Technology,484.52,6,#N/A,  East  
1401,25-04-2023,Customer 401,Coffee Maker,Clothing,-,4,  Sarah Johnson  ,  Central  
1402,Invalid Date,  Customer 402  ,Dell XPS 13,Home,1047.7702399656896 dollars,2,NULL,Central
1403,04-08-2024,  Customer 403  ,Blender Pro,  Electronics  ,1583.24,4,Lisa Garcia,East
1404,10-02-2024,Customer 404,SoNY wH-1000xM5,Home,Missing,4,Mike Davis,East
ORD-1405,01-11-2023,Customer 405,AirPods Pro,Clothing,203.09,4,John Smith,South
1406,15-04-2024,Customhr 406,Levi's Jeans,Clothing,$392.08,9,John Smidh,soutH
1407,11/20/2024,Customer 407,  Yoga Mat  ,  Technology  ,1434.84,7,NULL,North
1408,12/25/2024,  cUstoMer 408  ,  iPad Air  ,Home,$202.763,2,Mike Davis,North
1409,22-12-2023,Customer 409,  CoffeerMaker  ,Clothing,1811.67,7,Emily Brown,East
1410,05-03-2023,Customer 410,MacBook Pro,Electronics,407.28,10,-,Central
1410,3/14/2023,Customer 411,Levi's jeanS,Sports,TBD,Missing,#N/A,West
1412,10/24/2023,  cuStoMer 412  ,PlayStation 5,Technology,673.16,10,TBD,North
1413,9/26/2024,Customer 413,Yoga Mat,  Home  ,961.94,2,Amanda Taylor,  North y
1414,21-10-2024,cusTomer 414,iPhone 15,  Sports  ,177.48,1,David Lee,North
1415,Invalid Date,Customer 415,Fitness Tracker,clOtHIng,"$1,474.929",5,  Kevin Anderson  ,South
ORD-1416,12-08-2023,  Customer 416  ,Sony WH-1000XM5,Sports,1159.3,8,DaviD lEE,East
1417,20-08-2023,Customer 417,  Blender Pro  ,  HomE  ,"1,57,74,88,69,40,46,110",4,NULL,North
1418,9/18/2024,Customer 41o,xBox sEries X,Home,1763.8065323340325 dollars,6,  Lisa xarcia  ,Easv
1419,7/22/2024,Custoyer 419,MacBook Pro,Sports,306.28,6,N/A,South
1420,21-07-2024,Customer 420,  Dell XPS 13  ,tEchNolOgY,957.02,6,  Sarah Johnson  ,North
1421,11-03-2023,Customer 421,idhone 15,  Clothing  ,Missing,9,Missing,North
1422,5/13/2023,CUStOmer 422,Fitness Tracker,Electronics,Missing,10,uavid Lee,Central
1423,26-06-2023,Customer 423,Adidas Ultraboost,Electronics,TBD,6,Kevin Anderson,  West  
1424,02-06-2024,Customer 424,suRface pro,Clothing,81.33,7,Missing,East
1425,27-10-2023,Customer 425,  Dell XPS 13  ,Electronics,Missing,4,Missing,North
1426,2/27/2024,Customer 426,Fitness Tracker,Clothing,N/A,2,Mike Davis,East
ORD-1427,7/15/2024,Customer 427,Tesla Model 3,  Clothing  ,384.81,4,lISa garCia,NorTh
ORD-1427,09-05-2024,Customer 428,Dell XPS 13,Electronics,"$1,160.578",1,Mike Davis,  Central  
1429,Invalid Date,cUsTomER 429,  Surface Pro  ,Technology,NULL,10,Daaid Lee,Central
1430,Invalid Date,Customer 430,  Playktation 5  ,Clothing,"16,93,75,76,48,58,07,600",2,  Kevin Anderson  ,East
1431,3/22/2024,Customer 431,  Nike Air Max  ,sports,"$1,648.309",1,Kevin Anderson,South
1432,01-01-2024,customEr 432,nINTeNdO swItCh,  Sports  ,1178.45,2,Mike Davis,Central
1433,Invalid Date,  CuStoMEr 433  ,Canon EOS R5,Home,1205.85,4,David Lee,South
1434,08-11-2024,Customer 434,  Canon EOS R5  ,  Technology  ,"$1,811.899",10,Mike Davis,North
ORD-1435,TBD,Customer 435,Canon EOS R5,ElectroniCs,304.15,3,#N/A,South
1436,9/13/2024,Customer 436,pLaYSTatioN 5,Sports,$753.459,10,-,West
1436,13-06-2024,Customer 437,Samsung Galaxy S24,Clothing,"$1,971.771",8,  Sarah Johnson  ,North
1438,27-02-2023,cuStoMeR 438,Yoga Mat,Sports,N/A,2,Chris Wilson,centRaL
1439,09-01-2023,  Customer 439  ,Samsung Galaxy S24,Home,751.28,3,John Smith,South
ORD-1440,13-12-2023,  Customer 440  ,FitNEss TRAcKeR,Clothing,327.8,6,N/A,South
1441,11-01-2023,Customer 441,Nintendo Switch,Technology,TBD,4,Emily Brown,East
1442,20-10-2023,Customer 442,sURface prO,homE,121.04,NULL,Emily Brown,noRth
1443,04-12-2023,CustOMer 443,Samsung Galaxy S24,Clothing,N/A,7,David Lee,EaST
1444,01-07-2024,  Customer 444  ,Blender Pro,Clothing,1832.08,10,Amanda Taylor,WesT
1445,02-01-2023,  Customer 445  ,iphOne 15,tEchnOlogy,819.54,5,David Lee,EaST
1446,9/20/2023,Customer 446,iPad Air,ElEcTronics,1211.88,1,-,cenTral
1447,2/27/2023,  CuSTomEr 447  ,Nike Air Max,Technology,NULL,4,  Amanda Taylor  ,  North  
1448,27-05-2024,Customer 448,iPad Air,elEctroNics,583.96,10,Jessica Martanez,Central
1449,Invalid Date,  customEr 449  ,Canon EOS R5,Electronics,875.5,1,Amanda Taylor,North
1450,10/21/2024,Customer 4s0,Fitness Tracker,Home,1641.34,7,Lasa Garcia,  South  
1451,09-02-2024,Customer 451,  Adidas Ultraboost  ,  Clothing  ,TBD,4,Jessica Martinez,South
1452,25-11-2023,Customer 452,MacBook Pro,Technolosy,#N/A,7,lIsa gaRcIa,  Central  
1453,TBD,cUStomer 453,AirPods Pro,Home,1985.06,4,Amanda Taylor,South
1454,10/21/2023,  Customer 454  ,MacBook Pro,  Technology  ,187.56,1,#N/A,West
1455,7/13/2024,  Customer 455  ,Levi's Jewns,Home,"$1,427.701",7,Missing,  East  
1456,24-10-2023,  Customer 456  ,Surface Pro,Sports,TBD,10,NULL,easT
1457,6/18/2024,  Customer 457  ,Nike Air Max,  home  ,#N/A,10,John Smith,Central
1457,Invalid Date,  Customer 458  ,Adidas Ultraboost,Electronics,1290.49,7,Jessica Martinez,North
1459,Invalid Date,  customEr 459  ,sevi's Jeans,Electronics,135.28,6,John Smith,North
1460,20-12-2024,  cUSTOMer 460  ,  Levi's Jeans  ,  Home b,944.58,7,David Lee,North
ORD-1461,12-06-2024,  Customer 461  ,  MacBook Pro  ,spOrts,#N/A,5,Emily Browg,West
ORD-1461,05-05-2024,  Customer 462  ,PlayStation 5,Home,"19,39,18,02,98,54,56,000",3,  Emily Brown  ,norTH
1463,10-11-2024,  Customer 463  ,Coffee Maker,Clothing,359.44,2,Amanda Taylor,NoRTh
1464,13-10-2023,Customer 464,MacBook Pro,Clothing,1744.59,5,  Jessica Martinez  ,  Central  
1465,05-06-2024,  Customer 465  ,MacBook Pro,Home,#N/A,5,TBD,North
1466,12-03-2024,Customer 466,samsUNg GAlaxY s24,Sports,956.02,3,mike dAvis,East
1467,9/28/2023,Customer 467,Adidas Ultraboost,home,TBD,8,  Emily Brown  ,South
1468,22-11-2023,Customer 468,  iPad Air  ,  Clothing  ,TBD,7,N/A,  Central  
1469,04-01-2024,Customer 469,iPhone 15,  Clothing  ,586.2829769724502 dollars,5,Amanda Taylor,Wsst
1470,31-08-2023,cUstomer 470,iPhone 15,  Sports  ,$841.909,NULL,Jessica Martinez,Central
1471,24-09-2023,  Customer 471  ,Nintendo Switch,Sports,TBD,6,John Smith,eaSt
1472,17-02-2024,Customer 472,  soNy wH-1000xm5  ,Clothing,$243.754,4,TBD,South
1473,1/20/2023,Customer 473,Xbox Series X,Technology,Missing,8,TBD,  South  
1474,19-06-2024,Customer 474,iPhone 15,Sports,"13,96,60,97,42,26,68,900",7,Lisa Garcia,East
1475,8/13/2024,  Customer 475  ,Xbox Series X,Electronics,Missing,10,N/A,East
1476,03-01-2023,Customer 476,Samsung Galaxy S24,Sports,648.53,1,Amanda Taylor,East
1477,24-06-2024,Cestomer 477,Coffee Maker,Clothing,1040.9142723877203 dollars,10,Emily Brown,South
1478,2/23/2023,Customer 478,Nike Air Max,  Clothing  ,"5,23,08,52,02,24,70,610",8,NULL,East
1479,11/20/2024,  Customer 479  ,Dell XPS 13,Sports,1059.28,1,Missing,West
ORD-1480,19-07-2023,  Customer 480  ,  Coffee Maker  ,Electronics,240.8960859423905 dollars,1,N/A,West
1481,18-10-2024,Customer 481,PlayStation 5,home,1494.61,5,-,South
1482,28-09-2024,custOMEr 482,Sony WH-1000XM5,  Technology  ,1123.469140154791 dollars,6,Chris Wilson,  Central  
1483,24-08-2023,Customer 483,Yoga Mat,yome,"$1,335.41",8,Chris Wilson,noRTh
1484,27-04-2023,Customer 484,Adidas Ultraboost,Home,TBD,8,  Amanda Taylor  ,  nOrtH  
1485,26-10-2023,cusTOmer 485,Yoga Mat,Clothing,TBD,3,Missing,  South  
1486,09-08-2024,Customer 486,Levi's Jeans,Clothing,1793.01,3,NULL,Esst
1487,20-03-2023,Customer 487,iPAd AIR,tEchnOloGy,1502.6568914841687 dollars,9,Jessica Martinez,  South  
1488,10/25/2023,Customer 488,iPhone 15,  Electronics  ,1212.55,5,NULL,East
1489,TBD,Customer 489,AirPods Pro,Sports,454.71,1,cHriS wilSOn,k Central  
1490,25-11-2024,Customer 490,Xbox Series X,Home,TBD,2,Kevin Anderson,north
1491,09-12-2024,  CUsTomer 491  ,Levi's Jeans,Sports,319.44,4,  Mike Davis  ,Easx
1492,01-09-2024,  Customer 492  ,Fitness Tracker,HomE,"$1,324.64",3,-,East
ORD-1493,5/20/2024,custOmer 493,AirPods Pro,Sports,126.8,10,  Mike Davis  ,South
ORD-1494,TBD,Customer 494,Surface Pro,Technflogy,1557.3331529174477 dollars,3,Emily Brown,East
1495,09-03-2023,Customer 495,  Dell XPS 13  ,Sports,$238.439,8,jeSsIca MaRtINez,  wesT  
1496,5/24/2023,cuStomeR 496,Levi's ceans,  Technology  ,NULL,5,Amanda Taylor,Central
1497,11-08-2024,Customer 497,Nike Air Max,SpoRtS,1680.03,2,-,  Central  
1498,24-10-2023,  cusTOmer 498  ,Fitnesf Tracker,  Clothing  ,1025.66,10,NULL,South
1499,18-08-2024,Customer 499,Samsung Galaxy S24,Clothing,#N/A,1,Amanda Taylor,East
1500,6/18/2023,  Customer 500  ,SurFAce pro,Electronics,$924.634,10,  Amanda Taylor  ,East
