OrderID,Date,Customer,Product,Category,Price,Quantity,SalesRep,Region
1501,Invalid Date,Customer 501,  surface PRo  ,Home,$91.776,9,NULL,  Central  
1502,11-08-2024,Customer 502,  Canon EOS R5  ,  Technology  ,-,7,Sarah Johnson,SoUTh
1503,20-10-2023,  Customer 503  ,Canon EOS R5,TecHnolOGy,920.81,8,Lisa Garcia,South
1504,Invalid Date,Customer 504,Nintendo Switch,Electronics,1450.58,3,sarah JOhNSOn,EAst
1505,08-04-2024,Custpmer 505,Tesla MOdeL 3,Sports,408.08,5,-,North
1506,15-10-2023,cUStomEr 506,iPhoneg15,Clothing,"6,61,18,30,36,24,59,080",9,David Lee,North
1507,26-04-2024,  Customer 507  ,Levi's Jeans,spoRts,#N/A,6,David Lee,  North  
1508,21-01-2023,  Customer 508  ,  Surface Pro  ,sPortS,NULL,9,Chris Wilson,  North  
1509,07-04-2023,  Customer 509  ,AirPods Pro,Technology,970.94,7,Lisa Garcia,Cextral
1510,13-02-2023,Customer 510,canon eOs r5,Home,2007.92,2,N/A,  East  
1511,4/20/2023,Customer 511,Levi's Jeans,  SpORtS  ,906.32,5,N/A,  West  
ORD-1512,Invalid Date,Customer 512,Samsung Galaxy S24,Home,Missing,6,Sarah Johnson,Central
1513,19-09-2024,Customer 513,  Yoga Mat  ,Sports,-,5,Emily Brown,North
1514,TBD,  Customer 514  ,iPad AiR,Electronics,623.69,8,John Smith,East
1515,07-01-2023,Customer 515,Swrface Pro,Sporks,487.53,9,  chriS wilSON  ,West
1516,10-03-2024,  Customer 516  ,PlayStation f,Home,1149.83,6,Lisa Garcia,iast
1517,4/28/2024,Customer 517,Tesla Model 3,Technology,945.62,2,emilY BRoWn,  East  
1518,3/24/2023,  Customer p18  ,  IpAd aIr  ,cLOThing,TBD,1,John Smith,South
1519,02-07-2024,CustOmer 519,Levi's Jeans,Electronics,TBD,9,Amanda Taylor,East
1520,10-07-2024,Customer 520,Nintendo Switch,Home,$266.191,2,Chris Wilson,South
1521,26-01-2024,Customer 521,Blender Pro,  Electronics  ,579.65,6,David Lee,North
1522,04-08-2024,cUsTOmEr 522,Fitness Tracker,Technology,1403.57,3,N/A,Etst
ORD-1523,9/21/2024,Customer 523,  Sony WH-1000XM5  ,Home,320.12,10,mike dAVIS,  noRth  
1524,TBD,cuSTOmeR 524,Fitness Tracker,Clothing,#N/A,1,David Lee,Central
1525,30-12-2024,  Customer 525  ,Xbox Series X,Sports,"$1,115.673",3,John Smito,Central
1526,9/30/2024,  Custoaer 526  ,Samsung Galaxy S24,Electronics,TBD,4,lisA GArcia,South
1527,TBD,Customer 527,Sony WH-1000XM5,Sports,609.69,7,  Mike Davis  ,NorTH
1528,07-11-2024,Customer 528,  Surface Pro  ,sporTs,1461.44,5,Sarjh Johnson,eAst
1529,22-10-2023,Customer 529,iPhone 15,Clothing,1575.6,2,  David Lse  ,East
ORD-1530,22-04-2023,Customer 530,  nIke AiR max  ,Electronics,1720.378097498786 dollars,5,Chris Wilson,Central
ORD-1531,25-01-2023,  Customer 531  ,Yoga Mat,Electronics,295.6,2,Jessiaa Martinez,North
1532,29-04-2024,Customer 532,iPad Air,Technology,308.41857704816994 dollars,6,TBD,Central
1533,24-10-2023,  Customer 533  ,Blender Pro,Technology,1044.45,9,  Emily Brown  ,West
1534,19-11-2023,Customer 534,Surface Pro,Clothing,N/A,7,Mike Davis,North
1535,TBD,customEr 535,Dell XPS 13,Electronics,#N/A,7,Chris Wilson,South
1536,TBD,Customer 536,Yoga Mat,Home,-,7,Kedin Anderson,Weot
1537,Invalid Date,  Customer 537  ,airpoDS prO,  Electronics  ,806.75,5,-,East
1538,TBD,Customer 538,Yvga Mat,Clothing,-,1,Mike Davis,South
1539,TBD,  Customer 539  ,Canon EOS R5,Sports,"9,27,37,22,45,56,69,880",5,TBD,Central
1540,04-08-2023,  Customer 540  ,  adidas UltRABoOSt  ,Electronics,N/A,4,john SmitH,North
1541,Invalid Date,Customer 541,Sony WH-1000XM5,Electronics,"$1,285.918",3,  Mike Davis  ,East
1542,02-08-2023,  Customer 542  ,Canon EOS R5,Clothing,TBD,3,Kevin Anderson,t Central  
1543,4/21/2023,Customer 543,Tesla Model 3,Sports,TBD,3,N/A,sOuTH
1544,04-07-2023,Customer 544,Coffee Maker,  Technology  ,"50,57,11,30,68,01,43,000",9,  Mike Davis  ,Wist
1545,04-04-2023,Customer 545,Dell XPS 13,Home,NULL,6,Amande Taylor,  West  
1546,Invalid Date,  Customer 546  ,  NiNTEndo swItch  ,Sports,1061.56,3,N/A,soutH
1547,1/18/2024,Customer 54s,xBox SEries X,Sports,TBD,5,jessica maRtInEZ,wesT
1548,3/23/2023,cUstomER 548,Yoga Mat,  eleCtrOnics  ,537.39,8,jessIca MarTINEz,Central
1549,10-08-2023,  cUstOmer 549  ,MacBook Pro,Clothing,1994.82,10,N/A,Central
1550,10-01-2024,Customer 550,  Surface Pro  ,Electronics,-,6,Lisa Garcia,South
1551,TBD,  Customer 551  ,Fitness Tracker,Clothing,"$1,548.212",5,Jessica Martinez,West
1552,08-03-2024,Customez 552,MacBook Pro,Home,"19,86,33,85,38,30,51,300",8,-,East
1553,6/17/2024,Customer 553,Dell XPS 13,Sports,"19,93,62,64,37,24,469",3,Emily Brawn,North
1554,08-11-2024,Custoger 554,  Coffee Maker  ,Technology,934.3157798868349 dollars,3,Emily Brown,East
1555,5/18/2024,Customer 555,Yoga Mat,Technology,1430.23,6,  David LeE  ,West
1556,10-03-2023,Customer 556,Levi's Jeans,Home,1795.1,2,Amanda Taylor,North
1557,10-08-2024,Customer 557,Coffee Maker,Clothing,TBD,Missing,Kevin Anderson,South
1558,TBD,Customer 558,  Coffce Maker  ,Electronics,1529.2967458122057 dollars,10,Jessica Martinez,West
1559,11-04-2023,Customer 559, qAirPods Pro  ,Sports,1173.3415478608206 dollars,10,JOhn smitH,East
1560,11/28/2023,Customer 560,AirPods Pro,Electronics,554.3262977593085 dollars,4,Sarah Johnson,Webt
1561,01-12-2023,CustOmeR 561,nike air max,Technology,1987.7199215192186 dollars,8,  Kevin Anderson  ,Novth
1562,25-07-2023,Customer 562,  Adidas Ultraboost  ,Technology,"$1,400.939",7,DaviD LeE,East
1563,08-10-2023,Customer 563,Dell XPS 13,  eLectrONicS  ,523.58,5,-,North
1564,07-07-2024,Customer c64,Coffee Maker,Technology,N/A,2,Jessica Martinez,South
1565,11-04-2024,  Customer 565  ,  Adidas Ultraboost  ,Clothing,519.64,2,Sarah Johnson,  East  
ORD-1566,10-05-2023,customer 566,pLaySTaTiON 5,Technology,Missing,8,Mike Davis,Central
ORD-1567,02-12-2023,  Customer 567  ,  Blender Pro  ,Home,$580.116,10,NULL,West
1568,10-12-2023,Customer 568,Sony WH-1000XM5,clothing,1367.89,8,  Mike Davis o,North
1569,Invalid Date,  Customer 569  ,Coffee Maker,Clothing,143.47,7,  Mike Davis  ,  South  
1570,13-12-2023,Customer 570,Coffee Maker,technOlOgY,NULL,1,Sarah Johnbon,West
1571,23-12-2024,Customer 571,Canon EOSiR5,Technology,"$1,679.04",9,  Kevin Anderson  ,South
1572,Invalid Date,Customer 572,j Surface Pro  ,Technology,$278.492,10,John Smith,East
1573,03-07-2023,  Customer 573  ,iPhone 15,Eeectronics,"$1,565.898",1,Chris Wilson,ventral
1574,16-07-2024,Customer 574,Coffee Maker,Home,314.29,5,Amanda Taylor,West
1575,12-10-2023,  cusTomEr 575  ,cAnon eos r5,Clothing,TBD,1,Mike Davis,  Central  
1576,06-01-2023,Customer 576,Blender Pro,Electronics,TBD,7,David Lee,East
1577,Invalid Date,Customer 577,Surface Pro,Electronics,564.79,7,Chris Wilson,Central
1578,12/17/2023,rustomer 578,  Dell XPS 13  ,  TechnOlogy  ,-,3,Emily Brown,  South  
1579,8/18/2024,Customer 579,Adidas Ultraboost,Technology,1143.8519218213448 dollars,5,Jessica Martinez,Central
1580,16-10-2023,Customer 580,Coffee Maker,  Sports  ,"1,32,59,16,76,22,37,960",10,Chris Wilson,East
ORD-1581,16-03-2023,Customer 581,canon Eos r5,  cloTHIng  ,970.31,4,Jessica Martinez,North
ORD-1582,07-08-2023,Customer 582,Adidas Ultraboost,Clothing,1125.77,3,Missing,couth
1583,1/28/2024,Customer 583,  AirPods Pro  ,Electronics,TBD,10,  Kevin Anderson  ,West
1584,3/14/2023,Customer 584,Blender Pro,Electronics,243.69538928579354 dollars,9,Jessica Martinez,South
1585,TBD,Customer 585,  nintenDo switch  ,  Clothing  ,61.08,3,Missing,Central
1586,09-04-2023,Customer 586,Yoga Mat,Hvme,"$1,893.008",7,Mike Davis,weST
1587,20-12-2024,Customer 587,Nintendo Switch,Home,1321.33,9,#N/A,South
1588,TBD,  cUSTomEr 588  ,  Surface Pro  ,Electronics,TBD,4,JEsSiCa MartINEz,wEst
1589,3/26/2024,Customer 589,Xbox Series X,Electronics,Missing,6,Amanda Taylor,West
1590,06-11-2024,  Customer 590  ,AIrpOds pro,j Home  ,1190.35,8,liSa garCia,pentral
1591,12-02-2024,cusTOMer 591,Nintendo Switch,Clothing,91.79,4,  John Smith  ,  Centtal  
1592,09-02-2024,Customer 592,  levi's jeANS  ,  Home  ,TBD,5,John Smith,North
1592,TBD,cuStomEr 593,Surface Pro,Home,TBD,7,Emioy Brown,West
1594,29-11-2023,Customer 594,Yoga Mat,Electronics,490.5682078435018 dollars,10,Jessica Martinez,  South  
1595,14-01-2024,Customer 595,  Canon EOS R5  ,Electronics,"$1,943.086",6,David Lee,cenTraL
1596,10/26/2024,Customer 596,MacBook Pro,Electronics,277.09,6,Missing,South
1597,TBD,Customer 597,Tesla Model 3,  Sports  ,1385.81,9,Missing,South
1598,12-09-2024,Customer 598,Levi's Jeans,Technology,1751.4771558054288 dollars,6,-,Sduth
1599,05-06-2024,cuStOmer 599,Nike Air Max,Sports,N/A,2,AmanDa tayloR,CentraL
1599,Invalid Date,Customer 600,Dell XPS 13,Technology,654.37,2,John Smith,west
1601,4/29/2024,  Customer 601  ,Nike Air Max,Electronics,"1,49,13,03,44,52,64,950",9,#N/A,Central
1602,4/16/2024,Customer 602,  Canon EOS R5  ,electRonIcS,1199.3876112885798 dollars,5,TBD,East
ORD-1603,6/18/2024,Customer 603,iPhone 15,  Electronics  ,"$1,793.595",8,jessica mArtinez,East
1604,Invalid Date,Customer 604,Adidas Ultraboost,sPorTS,Missing,7,#N/A,  Central  
1605,25-01-2024,Customer 605,Adidas Ultraboost,  Home  ,1920.91,8,Kevin Anderson,  North  
1606,20-12-2023,Customer 606,Yoga Mat,Electmonics,N/A,10,Lisa Garcia,West
1607,9/26/2024,Customer 607,Nintendo Switch,  Sports  ,485.92,6,NULL,lorth
1608,02-09-2023,Customer 608,  Surface Pro  ,Home,253.03,5,Mcke Davis,  soutH  
1609,4/23/2024,cuSTOmer 609,  Fitness Tracker  ,Electronics,1274.84,2,Kevin Anderson,Central
1610,4/27/2024,Customer 610,PlayStation 5,Technology,TBD,10,TBD,EASt
1611,29-11-2024,  Customer 611  ,iPad Air,SpORts,-,5,Missing,Central
1611,08-01-2024,custOmer 612,Fitness Tracker,Home,552.55,7,TBD,  South  
1613,06-03-2023,  Customer 613  ,  Blender Pro  ,Sports,651.15,2,Jessica Martinez,West
ORD-1614,07-01-2024,Customer 614,Canon EOS R5,Electronics,NULL,9,N/A,East
1615,10-11-2023,Customer 615,Coffee Maker,clothIng,378.33,9,Lisa Garcia,  East  
1616,29-06-2024,  Customer 616  ,Fitness Tracker,Sports,1593.34,9,Mike Davis,South
1617,24-01-2023,Customer 617,Blender Pro,Clothing,570.31,10,N/A,  nortH  
1618,20-01-2023,Customer 618,  Nike Air Max  ,Clothing,1662.81,4,Jessica Martinez,East
1619,02-05-2024,  Customer 619  ,Surface Pro,Sports,Missing,6,#N/A,North
1620,29-09-2023,CUsToMEr 620,Nike Air Max,Elecgronics,$530.669,2,John Smitb,South
ORD-1621,Invalid Date,Customer 621,Adidas Ultraboost,Electronics,1439.98,8,#N/A,porth
ORD-1622,26-06-2023,Customer 622,Canon EOS R5,Clothing,TBD,8,Kevin Anderson,CenTRal
1623,11-08-2024,Customer 623,  Tesla Model 3  ,Sports,-,10,#N/A,  East  
1624,7/21/2024,Custnmer 624,  Dell XPS 13  ,teChNoloGY,$641.131,9,jOhn SmIth,  South  
1625,15-07-2023,Customer 625,iPad Air,Electronics,139.47,2,  Lisa Garaia  ,East
1626,9/27/2023,  CuStomEr 626  ,Levi's Jeans,  Electronics  ,TBD,6,jeSSicA mArtInEZ,hest
1627,02-08-2024,cusToMer 627,PlayStation 5,Clothing,1916.12,8,David Lee,East
1628,02-07-2023,Customer 628,adidas ULtrAbOOSt,  Clowhing  ,820.5392340212975 dollars,10,Lisa Garcia,Central
1629,12-05-2023,Customer 629,blenDEr pro,Sports,TBD,8,Emily qrown,  north  
1630,04-06-2024,Customer 630,Levi's Jeans,Clothing,NULL,1,  Sarah Johnson  ,West
1631,24-04-2023,Customer 631,Sony WH-1000XM5,Home,654.71,9,Missing,Central
1632,23-03-2024,Customer 632,Fitness Tracker,hoME,Missing,1,Lisa Garcia,South
1633,8/21/2024,Customer 633,  PlayStation 5  ,  home  ,N/A,4,John smitH,East
1634,12/26/2024,Customer 6j4,Xbox Series X,ClOthINg,$832.937,9,Jessica Martinez,Wesp
1635,Invalid Date,Customer 635,  AirPods Pro  ,Technology,#N/A,3,Sarah Johnson,  norTH  
ORD-1636,22-10-2023,Customer 636,Nintendo Switch,Clothing,1256.09,7,Emily Brown,NOrth
1637,TBD,Customer 637,xbox sEriEs X,  Technology  ,$753.703,4,TBD,east
1638,02-08-2024,custOmeR 638,Fitness Tracker,Sports,$461.472,10,N/A,South
1639,27-12-2023,customeR 639,Adidas Ultrabaost,Home,758.12,6,TBD,  East  
1640,07-03-2024,Customer 640,  iPhONE 15  ,Electronics,TBD,9,Kevin Anderson,East
1641,20-09-2023,  Customer 641  ,Levi's Jeans,  Home  ,TBD,2,TBD,North
1642,04-06-2023,cUsTomeR 642,Samsung Galhxy S24,Sports,2046.0681338896457 dollars,5,David Lee,  South  
1643,10-02-2023,Customer 643,Blender Pro,Electronics,722.07,3,  Mike Davis  ,West
ORD-1644,11-01-2024,Customer 644,Sony WH-1000XM5,Elegtronics,N/A,10,Kevin Anderson,South
1645,12/27/2023,Customer 645,Yoja Mat,Electronics,805.8679546277463 dollars,10,#N/A,East
1646,TBD,Customer 646,PlayStation 5,Technology,TBD,9,Mike Davis,West
1646,14-11-2024,Customer 647,AirPods Pro,clothinG,TBD,8,  EMILY Brown  ,West
1648,10/15/2024,Customer 648,  Fitness Tracker  ,  Sports  ,1237.66,7,lIsa GARCia,  West  
1649,26-02-2024,Customer 649,Nintendo Switch,Clothing,2016.06,10,Kevin Anderson,  East  
1650,24-10-2024,  Customer 650  ,  iPhone 15  ,Clothing,213.47,4,  John Smith  ,North
1651,28-10-2024,Customer 651,Blender Pro,  Electronicm  ,1800.65,1,  Amanda Taylor  ,Central
1652,2/20/2023,Customer 652,  iPad Air  ,Technology,TBD,7,gohn Smith,East
1653,09-10-2023,  Customer 653  ,  Xbox Series X  ,Clothing,1882.9551011760586 dollars,4,John Smith,West
1654,TBD,Customer 654,Xbox Series X,Technology,1189.55,9,Mike Davus,South
1655,19-11-2024,Customer 6t5,  MacBook Pro  ,Clothing,1245.67,10,Missing,West
1656,Invalid Date,CustOmer 656,Blender Pro,Electronics,N/A,4,Amanda Taylor,  Central  
1657,3/28/2023,Customer 657,  Yoga Mat  ,Electronics,701.49,6,Kevin Anderson,West
1658,Invalid Date,Customer 658,  Yoga Mat  ,Clothing,Missing,10,chriS wiLSon,aest
1659,02-10-2024,Customer 659,  PlayStation 5  ,Clothing,1382.54,10,Lisa Garcia,South
1660,15-02-2023,cuStOMEr 660,Sugface Pro,tecHnologY,112.55,1,Kevin Anderson,ceNTRaL
1661,11-03-2023,Customer 661,MacBook Pro,Sports,"$1,385.345",2,David Lee,  North  
ORD-1662,20-03-2023,Customer 662,adidas ultraboOst,Sports,"6,11,01,19,82,83,94,690",6,#N/A,Central
ORD-1662,11/19/2023,Customer 663,  Fitnpss Tracker  ,  Clothing  ,1184.64,4,  Amanda Taylor  ,West
ORD-1664,Invalid Date,Customer 664,  Canon EOS R5  ,Sporps,TBD,2,Sarah Johnson,North
1665,TBD,  Customer 665  ,Adidas Ultraboost,Clothing,"$1,568.973",8,Mike Davis,North
1666,3/14/2023,  Customer 666  ,Nintendo Switch,  Clothinm  ,1296.2308747779189 dollars,5,#N/A,West
1667,Invalid Date,Customer 667,fItneSs trackeR,  Technology  ,"10,14,11,05,56,91,33,200",3,Emily Brown,  CenTrAl  
1667,TBD,  hustomer 668  ,Coffee Maker,  Sports  ,525.72,6,Sarah Johnson,Wesq
1669,11-01-2023,Customer 669,Sony WH-1000XM5,Home,TBD,3,  Chris Wilson  ,Central
1670,01-04-2024,Customer 670,Adidas Ultraboost,Electronics,$581.764,6,  Lisa Garcia  ,North
1671,11/20/2024,  Customer 671  ,PlayStation 5,Technology,$196.973,8,David Lee,North
1672,11-07-2023,Customer 672,iPhone 15,Technology,NULL,1,John Smith,North
1673,5/15/2023,Customer 673,Tesla Model 3,Sports,702.11,7,Lisa Garcia,  West  
1674,Invalid Date,  Customer 674  ,  Xbox Series X  ,  Sports  ,1470.33,9,  Emily Brown  ,Ccntral
1675,01-09-2023,Customer 675,iPad Air,Clothing,Missing,10,TBD,East
1676,Invalid Date,  Customer 676  ,Tesla Model 3,sportS,688.66,9,Mike Davis,Central
1677,12-07-2024,Customer 677,Adidas Ultraboost,Home,742.3,2,Missing,  WEst  
1678,05-03-2023,  Customer 678  ,Nike Air Max,Electronwcs,"15,39,73,81,55,16,449",1,John rmith,Central
1679,1/16/2023,  customer 679  ,Tesla Model 3,Technology,#N/A,2,Amanda Taylor,South
1680,11-05-2024,Customer 680,AirPods Pro,Sports,#N/A,7,Missing,NOrth
1681,02-07-2023,Customer 681,iPad Air,  clOthIng  ,N/A,9,Amanda Taylor,West
1682,Invalid Date,Custozer 682,Ledi's Jeans,Clothing,"9,61,96,86,21,11,85,470",2,John Smith,  Central  
1683,06-09-2024,Customer 683,Tesla Model 3,Sports,1736.57,1,David Lee,  Central  
1684,07-11-2023,Customer 684,Baender Pro,Home,972.73,3,Missing,  South  
1685,Invalid Date,Customer 685,Dell XPS 13,Spjrts,1491.3,6,Lisa Garcia,East
1686,24-10-2023,cUstOmer 686,Nintendo Switch,Technology,TBD,7,  Amanda Taylor  ,North
1687,7/24/2023,Customer 687,PlayStation 5,eleCtRonics,"6,35,61,36,09,79,56,310",3,Chris Wilson,  Central  
ORD-1688,Invalid Date,  Customer 688  ,  eell XPS 13  ,CLothIng,Missing,5,Chris Wilson,South
1689,10/19/2024,Customer 689,MacBook Pro,Electronics,1969.29,9,Chris Wilson,  West  
1690,10/31/2023,Customer 690,MacBook Pro,spORts,N/A,9,Kevin Anderson,  West  
ORD-1691,15-07-2024,Customer 691,Dell XPS 13,Sports,569.4,3,TBD,West
1692,14-11-2023,Customer 692,Nike Air Max,Technology,2002.480492162093 dollars,8,Sarah Johnson,Central
1693,18-10-2023,  Customer 693  ,  Yoga Mat  ,  Home  ,-,2,Mike Davis,  South  
1694,Invalid Date,cUstoMeR 694,Nintendo Switch,Home,-,5,#N/A,East
1695,07-09-2023,Customer 695,MacBook Pro,Clothing,566.3,4,  Mike Davis  ,West
ORD-1696,03-06-2024,Customer 696,adIdas ulTRAboosT,Electronics,1811.01,5,Missing,  North  
1697,5/25/2024,Customer 697,iPad vir,  Clothing  ,226.00966110020133 dollars,2,Chris Wilson,East
1698,22-11-2023,  Customer 698  ,Levi's Jeans,  Sports  ,Missing,6,TBD,North
1699,19-02-2023,Customer 699,Yoga Mat,Home,$436.282,6,davId Lee,  North  
1700,27-10-2024,Customer 700,Samsung Galaxy S24,Clothing,TBD,1,xhris Wilson,West
1701,06-05-2024,Customer 701,cPhone 15,  CLoThING  ,-,6,  jessiCa Martinez  ,Wesp
1702,10-07-2024,Customer 702,Tesla Model 3,ELEctronics,"$1,981.837",9,NULL,North
1703,8/26/2023,Customer 703,Blender Pfo,  Electronics  ,"66,05,47,78,32,88,354",10,Lisa Garcia,North
1704,10/30/2024,Customer 704,Levi's Jeans,Clothing,1378.9,3,  Lisa Garcia  ,Central
1705,Invalid Date,cUsTOmer 705,Tesla Model 3,spORts,TBD,8,Chris Wilson,Central
1706,1/16/2024,Customer 706,Levi's Jeans,Electronics,1278.93,9,TBD,West
1707,4/21/2024,cuStomeR 707,iPad Air,Sports,Missing,10,  Kevin anderSoN  ,  soUth  
ORD-1708,4/13/2023,Customer 708,Tesla Model 3,Home,1898.44,10,daVId lee,zest
1709,Invalid Date,Customer 709,Tesla Model 3,Electronics,1207.7975418727654 dollars,2,Amanda Taylor,South
ORD-1710,06-11-2023,Customer 710,  Tesla Model 3  ,Electronics,NULL,6,  John Smith  ,East
1711,26-02-2024,Customer 711,cANOn eoS r5,Home,TBD,8,Jessica Martinez,  Central  
1712,12/15/2024,Customer 712,Dell XPS 13,Sports,"$1,866.178",4,kevin andErsoN,North
1713,09-08-2023,Customer 713,mAcBoOk pro,Sports,971.38,10,Sarah Johnson,  East  
1714,8/20/2024,Customer 714,  PlayStation 5  ,Electranics,TBD,8,Chris Wilson,Central
1715,7/22/2023,  Customer 715  ,Coffee Maker,  Technology  ,1416.57,10,Chris Wilson,Easa
1716,Invalid Date,cUStoMeR 716,Levi's Jeans,ELeCtroNiCs,1131.8830606181027 dollars,10,Sarah Johnson,North
1717,20-08-2024,Customer 717,Blender Pro,Technology,$70.845,9,#N/A,East
1718,27-03-2023,  Customer 718  ,Nike Air Max,  ElEctronIcS  ,#N/A,7,Kevin Anderson,nORth
1719,13-07-2023,Customer 719,Dell XPS 13,Home,TBD,-,Emily Brown,  Central  
1720,2/14/2024,Customer 72m,Adidas Ultraboost,Electronics,#N/A,7,Lisa Garcia,South
1721,Invalid Date,Customer 721,  MacBook Pro  ,Clothing,$919.439,6,joHn smith,NOrth
1722,21-11-2024,  CUStoMer 722  ,Tesla Model 3,Electronics,"$1,343.54",9,John Smith,jorth
1723,23-02-2024,Customer 723,Tesla Model 3,Clothvng,$504.87,6,  Kevin Anderson  ,South
1724,6/29/2024,Customer 724,Coffee Maker,Electronics,1529.64,6,Missing,West
1725,11/16/2023,  Customer 725  ,Samsung Galaxy S24,  Electronics  ,1209.37,6,Kevin Andersfn,North
1726,29-12-2024,Customer 726,Yoga Mat,Electronics,TBD,3,Jessica martInez,  West  
1727,7/28/2024,Customer 727,Fitness Tracker,  Electronics  ,670.73,7,Missing,West
1728,09-11-2024,Customer 728,Fitness Tracker,  Technology  ,NULL,10,Kevin Anderson,South
1729,1/21/2023,  cUStomEr 729  ,Canon EOS R5,Electnonics,536.54,5,N/A,South
1730,05-03-2023,Customer 730,  Sony WH-100pXM5  ,elecTrOnics,#N/A,3,Kevin Anderson,West
1731,13-06-2024,Custouer 731,  Tesla Modele3  ,Technofogy,538.3,2,cHris WilSon,West
1732,11-03-2023,Customer 732,Adidas Ultraboost,Technology,NULL,8,Chris Wilson,South
1733,1/27/2024,Customer 733,Nintendo Swinch,Sports,$759.31,9,emilY bROwn,South
1734,6/30/2024,Customer 734,YogA mAt,Sports,"61,45,06,74,93,30,476",1,N/A,  Souths 
1735,3/19/2024,  Customer 735  ,Nintendo Switch,HomE,Missing,6,Mike Davis,North
1736,24-12-2024, iCustomer 736  ,AIrpODs pro,Clothing,963.9584628102286 dollars,9,chRis Wilson,East
1736,7/29/2023,  Custober 737  ,Dell XPS 13,sPORts,NULL,9,Sarah Johnson,South
ORD-1738,08-05-2023,Customer 738,  PlayStation 5  ,hOMe,"12,74,07,05,69,69,54,100",3,Sarah Johnson,CEntRAl
1739,23-05-2024,Customer 739,Nintendo Switch,Clothing,577.95,9,Kevin Andersoh,North
1740,9/24/2023,Customer 740,AirPods Pro,sportS,TBD,6,  Lisa garcia  ,South
1741,TBD,Customer 741,  Dell XPS 13  ,  Clothing  ,1164.06,6,N/A,  North  
1742,8/18/2024,Customer 742,Fitness Tracker,Clothing,NULL,8,Mire Davis,North
1743,Invalid Date,Customer 743,  PlayStation 5  ,Clothing,NULL,2,Sarah Johnson,South
1744,02-07-2024,Customer 744,iphONe 15,  eLEctROnics  ,1280.95,6,John Smith,West
1745,16-07-2023,Customer 745,Surface Pro,Technology,#N/A,9,Chris Wilson,South
1746,13-02-2023,Customer 746,MacBook Pro,  Sportq  ,877.47,8,#N/A,  West t
1747,11-06-2024,CuStoMEr 747,Samsung Galaxy S24,  Home  ,1041.74,9,Mike Davis,fentral
1748,26-04-2023,Customer 748,Yoga Mat,Sports,1891.54,8,TBD,East
1748,Invalid Date,Customer 749,Fitness Tracker,Clothing,"1,75,47,54,62,27,47,200",8,David Lee,West
1750,20-12-2024,Customer 750,Blender Pro,EleCtronIcs,1704.59,5,  AmanDA taylOr  ,  North  
