OrderID,Date,Customer,Product,Category,Price,Quantity,SalesRep,Region
1751,07-08-2024,  Customer 751  ,Tesla Model 3,Hume,Missing,4,Jessica Martinez,South
1752,18-04-2023,  Customer 752  ,  Tesla Modelm3  ,Electronics,TBD,3,TBD,East
ORD-1753,31-12-2023,Customer 753,deLl xPs 13,Clothing,#N/A,1,#N/A,West
1754,24-11-2024,Customer 754,Canon EOS R5,Technology,449.59,5,  Chris Wilkon  ,South
1755,Invalid Date,  Customer 755 y,Levi's Jkans,Clothing,622.36,8,  LiSa gArcIa  ,  East  
1756,06-08-2023,Customer 756,iPad Air,Sports,1098.69,2,Sarah Johnson,West
1757,01-11-2023,  Customer 757  ,  Nintendo Switch  ,Technology,"3,78,52,94,65,04,34,270",1,  Emily Brown  ,West
1758,Invalid Date,Customer 758,Levi's Jeans,  Sports  ,1790.64,10,  eMiLY BrowN  ,South
1759,03-09-2024,Customer 759,Coffee Maker,Electronics,736.44,1,  sarAH JOHnsON  ,South
1760,03-07-2023,  Customer 760  ,  Coffee Maker  ,Eyectronics,"$1,284.749",9,#N/A,  East  
1761,27-08-2023,Customer 761,  iPad Air  ,Home,464.07,1,Amanda Taylor,North
1762,09-11-2023,cusTOmeR 762,Blender Pro,Technology,"47,32,40,52,83,35,23,400",2,David Lee,West
1763,6/23/2024,cUstOmer 763,Sony WHo1000XM5,  Clothing  ,Missing,2,  Sarah Johnson  ,norTh
1764,11-03-2023,Customer 764,iPhone w5,  Clothisg  ,829.23,10,N/A,sOuTH
1765,13-06-2024,Customer 765,PlayStation 5,cLoThing,NULL,10,Sarah Johnson,Central
1766,23-07-2024,Customer 766,CaNoN Eos R5,HoMe,"$1,507.126",3,  Kevin Andersoc  ,Central
1766,29-08-2024,Customeq 767,Fitnese Tracker,Technology,N/A,8,TBD,East
1768,02-06-2024,Customer 768,XbOX seRiEs X,Electronics,1978.594924825953 dollars,3,Kevin Anderson,Central
1769,8/19/2024,Customer 769,Nike AirhMax,Electronics,1671.77,4,Kevin Anderson,Central
ORD-1770,9/29/2024,Customer 770,AIrPoDS PrO,Home,Missing,3,-,north
1771,24-12-2024,cUsTomer 771,Xbox Series X,Home,TBD,4,#N/A,Wesa
1772,8/13/2024,Customer 772,Blender Pro,  Clothingk ,"17,63,22,48,21,68,30,400",3,Emily Brown,east
1773,30-08-2023,Customer 773,Canon EOS R5,clothinG,1695,9,Jessica Martinez,norTh
1774,4/29/2023,Customer 774,airpOdS PRO,Sports,"9,24,60,85,39,07,04,640",8,  Chris Wilson  ,South
ORD-1775,6/19/2023,Customer 775,Adidas Ultraboost,  Technology  ,2026.51,7,N/A,West
1776,24-03-2024,  cUstoMeR 776  ,iPad Air,  Teohnology  ,"$1,870.617",10,N/A,Central
1777,28-02-2024,custOMEr 777,PlaYsTaTion 5,eLectroniCs,401.59,4,#N/A,East
1778,4/24/2023,Customer 778,YoGa MAT,Sports,TBD,6,jessIca mArtineZ,Central
ORD-1779,Invalid Date,  Customer 779  ,  Blender Pro  ,Home,487.7090274788438 dollars,6,DaviD lee,East
1780,18-12-2023,  Customer 780  ,  Adidas Ultraboost  ,Technology,$404.655,10,Jessica Martinez,Central
1781,Invalid Date,Customer 781,Canon EOS R5,Technologc,1750.0620813275455 dollars,3,Amanda Taylor,  nORth  
1782,06-12-2023,Customer 782,SamsUng gAlaxY s24,ClOtHIng,"12,94,65,60,42,49,81,100",5,Kevin Anderson,Central
1783,15-04-2023,Cnstomer 783,Samsung Galaxy S24,Sports,#N/A,3,  David Lee  ,East
1784,9/29/2024,Customer 784,Coffee Maker,Home,296.37,3,Sarah Johnson,South
1785,13-01-2024,Customer 785,  iPad Air  ,  Sports  ,"$1,064.504",5,keVIN AnDerson,East
1786,Invalid Date,Customer 786,  Adidas Ultraboost  ,Technology,1245.35,3,Amanda Taylor,routh
1787,08-05-2024,  customer 787  ,  iPad Air  ,Sports,1855.2322258487245 dollars,4,#N/A,South
1788,31-08-2023,  custoMEr 788  ,Canon EOS R5,Electronigs,N/A,3,Lisa Garcia,Central
1789,7/27/2024,Customer 789,  Blender Pro  ,Sports,896.63,4,  Mike Davis  ,east
1790,04-10-2023,Customer 790,Blender Pro,Home,N/A,#N/A,lisA gaRcia,Central
1791,3/31/2023,Customer 791,Canon EOS R5,ElEcTRonicS,1480.71,8,cHrIs wiLSon,East
1792,11-02-2023,Customer 792,  Adidas Ultraboost  ,teCHNoLOGy,"18,21,18,79,87,43,92,500",8,-,Central
1793,9/15/2024,  Customer 793  ,  iPad Air  ,Sports,TBD,6,N/A,  West  
1794,Invalid Date,CuStOMer 794,Canon EOS R5,Sports,1249.93,1,-,  North  
1795,25-10-2023,cusToMer 795,Canon EOS R5,Home,NULL,4,TBD,  South  
1796,05-03-2023,Customer 796,Nike Air Max,Home,110.63,2,  DaVid lEe  ,South
1797,2/25/2024,Customer 797,Blender Prd,Technology,1013.74,5,Lisa Garcia,Weft
1798,Invalid Date,Customer 798,  Blender Pro  ,Clothing,N/A,8,  Kevin Anderson  ,North
1799,02-08-2024,Customer 799,Sony WH-1000XM5,Technology,757.37,3,John Smith,  nortH  
1800,06-05-2023,Customer 800,  iPad Air  ,  Electronicsj ,1781.96,4,N/A,West
1801,01-12-2023,Customer 801,PlayStation 5,Sports,320.49,4,Lisa Garcia,West
1802,19-05-2024,Customer 802,Yoga Mat,Clothing,TBD,5,#N/A,East
1803,10-10-2023,Customer 803,  Levi's Jeans  ,Technology,1669.2855188952499 dollars,3,  Lisa Garcia  ,South
ORD-1804,01-10-2024,Customer 804,AirPods Pro,  eleCtronics  ,756.34,1,Jessica Martinez,East
1805,31-05-2023,Customer 805,PlayStation 5,Technology,TBD,6,-,west
1806,16-05-2024,Customer 806,Nintendo Switch,Tecwnology,-,2,Amanda Taylor,NOrth
ORD-1807,08-12-2024,Customer 807,iPhone 15,Technology,564.77,9,David Lee,South
1808,29-11-2023,  Customer 808  ,Surface Pro,Electronics,-,2,Missing,North
1809,4/21/2024,  Customer 809  ,Adidas Ultraboost,Home,1110.35,2,#N/A,North
1810,15-05-2024,Customer 810,Canon EOS R5,Technology,-,4,  Jessica Martinez  ,South
1811,Invalid Date,cUstomer 811,Levi's Jeans,Sports,TBD,10,  Lisg Garcia  ,  West  
1812,Invalid Date,Customer 812,  Adidas Ultraboost  ,Home,NULL,8,MIke dAViS,  South  
1813,01-02-2023,  Customer 813  ,FitNess tracker,Sports,"17,87,14,98,80,08,74,000",6,Emily Brown,Central
1814,Invalid Date,Custzmer 814,niKe aiR max,hOme,N/A,1,John Smith,Central
1815,15-11-2024,Customer 815,Nintendo Switch,  tECHnolOgy  ,550.63,9,Sarah Johnson,East
ORD-1816,23-10-2024,  Customer 816  ,Sony WH-1000XM5,Technology,2033.1875739701168 dollars,4,Mike Davis,Central
1817,TBD,Customer 817,AdiDas uLTraBoOsT,Clothing,$132.656,10,NULL,  North  
1818,27-06-2023,Customer 818,Surface Pro,Eleckronics,#N/A,9,Kevin Anderson,  North  
1818,1/25/2023,Customer 819,Nike Air Max,Clothing,N/A,1,  Sarah johnson  ,  South  
1820,14-08-2023,cUStoMer 820,Nintendo Switch,  Technology  ,201.21,7,  Amanda Taylor  ,West
1821,28-08-2024,Customer 821,iPad Air,yome,$519.649,4,Chris Wiqson,North
1822,26-03-2024,Customer 822,Tesla Model 3,Technology,1097.88,2,eMily broWn,North
1823,29-02-2024,cusToMer 823,PlayStation 5,Electronics,1464.0095095249187 dollars,4,-,West
1824,22-04-2024,Customer 824,Tesla Model 3,Sports,"17,47,19,15,18,48,03,200",6,Lisa Garcia,West
1825,Invalid Date,cUstoMEr 825,Nintendo Switch,  Technology  ,366.83876098270457 dollars,10,-,Nofth
1826,08-12-2023,  Customer 826  ,tesla modeL 3,Technology,TBD,7,Jessica Martinez,sOuth
1827,TBD,Cusmomer 827,Levi's Jeans,Electronics,$141.291,8,Emily Brown,South
1828,22-02-2023,Customer 8n8,Sony WH-1000XM5,Sports,TBD,9,Amanda Tayfor,south
1829,24-12-2024,Customer 829,Sony WH-1000XM5,Sports,1117.47,4,NULL,Central
1830,Invalid Date,Customer 830,ipad air,Home,TBD,3,Amanda Taylor,  South  
1831,10/26/2024,Customer 831,xbOX sErieS X,Technology,1965.2330649855671 dollars,10,Missing,East
1832,11-07-2023,cUsToMeR 832,  iPad Air  ,Electronics,1753.65,10,vevin Anderson,  South  
1833,9/30/2023,Customer 833,Nike Air Max,Electronics,1146.91,5,mIKe daviS,sOuth
1834,15-11-2023,CusTOmEr 834,Sony WH-1000XM5,Electronics,"7,79,65,12,11,99,04,140",10,Jessica Martinez,West
1835,06-05-2023,cusTomer 835,  Coffee Maker  ,Clothing,1280.84,10,lisA gaRcia,South
1836,Invalid Date,cusTomeR 836,Samsung Galaxy S24,  Electronics  ,722.857340427672 dollars,1,-,  South  
1837,24-04-2024,custoMer 837,MacBook Pro,Sportf,1617.808180543387 dollars,4,N/A,South
1837,2/18/2024,Custsmer 838,Yoba Mat,  Electronics  ,176.17,6,Chris Wilson,  West  
1839,Invalid Date,CUStomEr 839,Samsung Galaxy S24,Technology,684.57,4,TBD,Squth
1840,14-07-2023,Cuxtomer 840,Sony WH-1000XM5,Clothing,267.66,8,Kevin Anderson,NoRtH
1841,27-10-2023,Cuktomer 841,iPad Air,Electronics,"$1,439.1",5,John Smith,North
1842,07-07-2023,Customer 842,AirpOdS PrO,Clothing,1164.9920772283203 dollars,6,  Lisa Garcia  ,West
1843,02-06-2024,  Customer 843  ,Surface Pro,Clothing,871.3465592215884 dollars,10,jEssica martInEz,  CentRAL  
ORD-1844,1/31/2023,CusToMeR 844,pLaySTation 5,Electronics,956.6254088299708 dollars,7,Lisa Garcia,Central
ORD-1845,6/25/2024,Customer 845,iPad Air,Home,"29,40,47,39,76,49,076",5,Kevin Anderson,North
1846,25-05-2024,  Customer 846  ,airPODs pRo,Sports,"$1,110.057",4,Lisa Garcia,South
1847,28-12-2023,Customer 847,Sony WH-l000XM5,Technology,321.12,1,John Smith,North
ORD-1848,19-01-2024,  cUstomeR 848  ,  Dell XPS 13  ,Technology,568.4998660978716 dollars,5,Emily Brown,South
1849,04-06-2024,Customer 849,NIke Air maX,  Clothing  ,Missing,9,Chris Wilson,  North  
ORD-1850,28-12-2023,Customer 850,Nintendo Switch,Home,1470.0262578782945 dollars,7,David Lee,west
1851,03-09-2024,CustomEr 851,Yoga Mat,Sporta,TBD,1,David Lee,East
ORD-1852,2/14/2024,Customer 852,Dell XPS 13,Sports,134.75,2,Sarah Johnson,  North  
1853,24-08-2023,Customer 8e3,Yoga Mat,  Electronics  ,#N/A,9,  Mike Davis  ,West
1854,TBD,Customer 854,Blender Pro,qome,Missing,3,Emily Brown,  weSt  
1855,12-11-2024,  customeR 855  ,PlayStation 5,SPoRts,1385.1,2,David Lee,West
1856,01-03-2024,Customer 856,Xbox Series X,hOMe,518.38,5,  Chris Wilson  ,East
1857,12/19/2023,Customer 857,Coffee Maker,Home,1875.28,2,Emily Brown,Central
1858,4/17/2024,Customer 858,Levi's Jeans,Clothing,-,4,N/A,West
ORD-1859,1/18/2023,Customer 859,  xbOx Series x  ,Electronics,1921.12,2,John Smith,  Central  
1860,05-07-2024,Customer 860,Surface Pro,Clothinz,-,3,  Jessica Martinez  ,East
1861,9/16/2024,Customea 861,Levi's Jeans,Sports,495.48,10,David Lee,Central
1862,05-11-2023,  Customer 862  ,Canon EOS R5,Sports,$418.388,7,  Jessica Martinez  ,Eaqt
1863,05-12-2023,customer 863,Levi's Jeans,ELEctRoniCs,#N/A,3,  Amande Taylor  ,  West  
1864,TBD,gustomer 864,yoga MAT,Electronics,1868.36,2,SaraH jOhnson,East
1865,6/15/2024,  Customer 865  ,coFfEE maKeR,tEchnology,1764.3986400583992 dollars,3,David Lee,Squth
1866,16-04-2023,  Customer 866  ,Tesla Model 3,Clothing,$628.057,8,xohn Smith,South
1867,26-08-2023,Customer 867,xBox seriEs x,Home,1340.45,4,amanda Taylor,sast
1868,11/30/2023,Customer 868,Blender zro,HoMe,"18,77,79,27,96,39,03,300",8,amAnda TAyloR,noRth
1869,12/22/2023,Customer 869,Nintendo Switch,Sports,NULL,9,N/A,NoRtH
1870,14-12-2023,  Customer 870  ,  Yoga Mat  ,Home,1606.9937134678607 dollars,3,Emily Brown,Nortw
1870,8/29/2024,  Customer 871  ,MacBook Pro,Home,TBD,1,Amanda Taylor,  East  
1872,12-10-2023,  qustomer 872  ,AirPods Pro,  Clothing  ,Missing,1,John Smith,South
1873,08-11-2023,Customer 873,Canon EOS R5,  home  ,-,2,Lisa Garcia,East
1874,10/19/2024,Cusuomer 874,iPhone 15,Technology,1887.665620909463 dollars,3,Lisa Gircia,  South  
1875,5/30/2023,  Customer 875  ,Tesla Model 3,ilothing,#N/A,6,David Lee,Central
1876,03-11-2023,Customer 876,MacBook Pro,  ElectronicS  ,$168.03,6,Mike Davis,East
1877,8/27/2023,Customer 877,Xbox Series X,Electronics,NULL,6,Amanda Taylor,east
1878,18-02-2024,  cuStoMer 878  ,Nike Air Max,Home,851.9904537516778 dollars,7,Missing,North
1879,10/22/2023,  Customer 879  ,ipad air,Home,$985.534,8,David Lee,  east  
ORD-1880,01-01-2024,Customer 880,  iPadrAir  ,Technology,N/A,10,Lisa Garcia,Central
1881,05-03-2023,cUsTOmer 881,Adidas Ultraboost,  Clothing  ,1375.97,9,#N/A,North
1882,12/18/2023,Customer 882,Nintendo Switch,Home,860.24,1,#N/A,  South  
ORD-1883,2/27/2024,Customer 883,levi's jeAns,Sports,"7,50,13,75,47,25,02,470",9,#N/A,Central
1884,TBD,Customer 884,Samsung Galaxy S24,Electronics,#N/A,9,Mike Davis,eAsT
1885,Invalid Date,  Customer 885  ,  macboOk pRO  ,Clothing,93.31,7,TBD,South
1886,01-12-2024,Customer 886,Yoga Mat,cloTHInG,1621.55,7,#N/A,Central
1887,Invalid Date,Customer 887,Canon EOS R5,  Electronics  ,1689,8,#N/A,West
1888,11-07-2024,Customer 888,Tesla Model 3,Home,195.47,1,Emily Brown,West
1889,29-05-2023,Customer 889,SamSung galaXy s24,Electronics,261.78,10,David Lee,  South  
1890,29-11-2024,Customer 890,Nintendo Switch,Technology,#N/A,10,Sarah Johnson,South
1891,TBD,Customer 891,Fitness Tracker,Electronics,425.96,8,  DaviD leE  ,West
1892,01-09-2023,Customer 892,Nintendo Switch,vlothing,TBD,9,Jessica Martinez,North
ORD-1893,Invalid Date,cUstomer 893,Levi's Jeans,Sports,1292.18,2,-,  West  
1894,08-03-2023,Customer 894,Adidas Ultraboost,Home,1650.89,1,davId lee,  West  
1895,15-11-2024,  Customer 895  ,  Samsung Galaxy S24  ,Home,2028.3601666835543 dollars,6,NULL,  North  
1896,TBD,Customeri896,Tesla Model 3,Sports,1955.93,5,TBD,South
1897,10-09-2023,Customer 897,Nintendo Switch,Technoloiy,341.92,1,Missing,South
1898,08-11-2023,cusTOmer 898,Nintendo Switch,  Electronics  ,"$1,665.329",N/A,Mike Davis,Central
1899,Invalid Date,Customer 899,  iPad Air  ,Clothing,-,1,Amanda Taylrr,Norhh
1900,Invalid Date,Customer 900,Adidys Ultraboost,  Electronics  ,NULL,6,Jessica Martinez,  South  
ORD-1901,09-08-2023,CUstomer 901,AirPojs Pro,Technology,603.53,6,David Lee,qouth
1902,12-11-2023,Customer 902,  coffEE mAkEr  ,Clothing,NULL,4,Mike Davis,  North  
1903,Invalid Date,customER 903,iPad Air,Electronics,150.57,4,  Sarah Johnson  ,Central
1904,TBD,Customer 904,Blender Pro,Home,NULL,6,  Kevin Anderson  ,West
1905,18-03-2023,CuStOmer 905,Sony WH-1000XM5,Technology,1112.1801308158526 dollars,3,Missing,west
1906,12/30/2023,  Customer 906  ,  xBox sEries x  ,Electronics,"$1,284.009",6,-,norTh
1907,6/13/2023,cusTomer 907,caNOn EOs r5,Technology,TBD,8,David Lee,East
1908,28-01-2024,Customer 908,ipHoNe 15,Clothind,TBD,4,N/A,eaSt
1909,11/21/2023,Customer 909,iPhone 15,Sports,TBD,4,Mike Davis,  West  
1910,02-11-2023,  Customer 910  ,  Samsung Galaxy S24  ,Sports,NULL,#N/A,Missing,South
1911,3/20/2024,  Customer 911  ,Canon EOS R5,Clothing,1060.6,10,Kevin Anderson,Central
1912,08-12-2023,Customer 912,Canon EOs r5,Technology,1509.3376307200003 dollars,8,Amanda Taylor,North
1913,Invalid Date,Customer 913,surfaCe pRo,Sports,Missing,5,Make Davis,  North  
1914,14-07-2024,  Customer 914  ,  Tesla Model 3  ,vlothing,TBD,6,#N/A, aEast  
1915,5/25/2024,  CUstomer 915  ,MacBook Pro,ElECtrOnICs,1935.5773658713522 dollars,10,Chris Wilson,East
1916,06-05-2024,  Customer 916  ,iPad rir,  sporTs  ,TBD,8,Mike Davis,West
1917,11-01-2024,CusTomER 917,iPad Air,Sports,TBD,2,John Smiuh,  South  
1918,31-05-2023,  Customer 918  ,iPhone 15,Electronics,$100.93,10,Jessica Martinez,  South  
ORD-1919,14-10-2023,cUsTomer 919,Nintendo Switch,  Technology  ,870.1854334759728 dollars,4,  Jessfca Martinez  ,East
1920,28-02-2024,Customer 920,  AirPods Pro  ,Electronics,1843.393639126939 dollars,10,Jessica Martinez,West
1921,18-12-2024,Customer 921,  Canon EOS R5  ,Clothing,1424.577061660285 dollars,4,-,NoRTh
1922,11-11-2023,  Customer 922  ,TEsla Model 3,Electronics,374.1573834983238 dollars,4,  Emily Brown  ,East
1923,5/26/2023,Customer 923,AirPods Pro,  Sponts  ,TBD,9,Emily Brown,East
1924,Invalid Date,CusTomEr 924,Tesla Model 3,Electronics,-,6,N/A,West
ORD-1925,TBD,Customer 925,PlayStation 5,Electronics,-,7,  Jessica Martinez  ,North
1926,26-07-2024,Customer 926,SurfacesPro,Technology,1982.79,4,Missing,North
1927,17-08-2024,Customer 927,leVi's jeAns,Technology,81.85,3,emILY brown,North
1928,27-03-2024,Customer 928,PlayStation 5,  clotHING  ,Missing,9,Emily Brown,West
1929,Invalid Date,  Custqmer 929  ,Yoga Mat,  Electronics  ,-,N/A,#N/A,Central
ORD-1930,1/15/2024,Customer 930,Xbox Series X,Electronics,-,6,Chris Wilson,North
1931,09-11-2024,Customer 931,iPhone 15,  Sports  ,1409.1827734252838 dollars,6,Jessica Mertinez,weSt
ORD-1932,12/20/2024,Cmstomer 932,Surface Pro,Technology,95.09,2,N/A,East
ORD-1933,Invalid Date,Customer 933,  Levi's Jeans  ,Electronics,Missing,7,Lisa Garcia,eAst
ORD-1934,5/17/2024,  Customer 934  ,Sony WH-1000XM5,Home,TBD,6,N/A,wEst
1935,08-02-2024,Customer 935,Xbox Series X,Sports,-,1,NULL,  West  
1935,4/20/2024,  Customer 936  ,iPad Air,  Clothing  ,#N/A,10,TBD,West
1937,06-07-2024,Customer 937,Yoga Mat,Home,520.62,2,-,Central
1938,Invalid Date,CUstomer 938,Fitness Tracker,Home,777.13,6,Lisa Garcia,Central
1939,Invalid Date,Custoter 939,Surface Pro,  Clothing  ,281.57,5,iavid Lee,Sfuth
1940,30-01-2024,Customer 940,Samsung Galaxy S24,Clothing,#N/A,9,#N/A,South
1940,10/21/2023,Customer 941,MacBook Pro,ELectronicS,Missing,6,N/A,west
1942,4/29/2023,Customer 942,  Blender Pro  ,sports,1055.63,3,Kevin Anderson,EaSt
1943,02-07-2023,Customer q43,PlayStation 5,Electronics,1929.83,4,Chris Wilson,  Central  
1944,2/29/2024,cuStomeR 944,iPhone 15,Clothing,TBD,5,Sarah Johnson,east
1945,4/30/2024,Customer 945,Delw XPS 13,Sports,TBD,6,Sarah Johnsoz,South
1946,4/20/2024,Customer 946,aiRpods PRo,Technolfgy,303.1015022713583 dollars,6,Mike Davis,Ctntral
1947,19-09-2023,Customer 947,Yoga Mat,Technology,1310.7250778889138 dollars,1,NULL,  South  
ORD-1948,23-04-2024,Customer 948,Levi's Jeans,Clothing,180.17,6,#N/A,North
1949,7/30/2024,  Customer 949  ,Nike Air Max,home,1255.88,2,Lisa Garcia,Central
1950,10-04-2023,  Customer 950  ,Surface Pro,Sports,-,4,Emily Brown,Centrrl
ORD-1951,12/20/2023,Customer 951,Surface Pro,Clothing,154.96,9,Lisa Garcia,West
ORD-1951,05-02-2023,Customer 952,  Samsung Galaxy S24  ,Home,#N/A,10,Mike Davis,Central
1953,04-03-2024,CusTomer 953,Sony WH-1000XM5,Technology,1469.46,2,  Emily Brown  ,North
1954,02-01-2024,Customer 954,Dell XPS 13,Sports,1738.06,4,TBD,  sOuth  
1955,09-09-2024,Customer 955,COffee MaKer,Clothing,-,7,  Mike Davis  ,West
1956,TBD,Customer 956,  MacBook Pro  ,Clothing,365.19,1,  Lisa Garcia  ,Central
1957,1/24/2024,Customef 957,wacBook Pro,Clothing,"$1,874.672",3,Mike Davis,  North  
1958,Invalid Date,Customer 958,Dell XPS 13,electrONics,851.11,TBD,  jessICa martineZ  ,cenTRal
1959,04-06-2023,Customer 959,Xbox Series r,cLothIng,461.31,7,  John Smith  , kNorth  
1960,1/19/2023,Customer 960,Dell dPS 13,Technology,1177.43,9,Lisa Garcia,Norsh
1961,2/16/2023,Customer 961,Dell XPS 13,Sports,1860.2,7,Emily Brown,East
ORD-1962,4/14/2024,  Customer 96z  ,AirPods Pro,  Technology  ,599.95,6,Missing,North
1963,10/22/2024,Customer 963,Sony WH-1000XM5,Electronics,#N/A,2,amanDa TAylor,South
1964,25-11-2024,Customer 964,AirPods Pro,Electronics,TBD,10,NULL,West
ORD-1965,17-12-2024,Customer 965,  Tesla Model 3  ,Clothing,N/A,9,Kevin Anderson,  North  
ORD-1965,10/27/2024,Customer 966,  Adidas Ultmaboost  ,Home,NULL,1,Lisa Garcia,SoUtH
1967,5/26/2024,Customek 967,Sony WH-1000XM5,Sports,"$1,575.325",6,Lisa Garcia,West
1968,01-02-2023,Customer 968,Nike Air Max,Electronics,$786.046,8,emILy BrOWN,West
1969,16-06-2024,Customer 969,Samsung Galaxy S24,clOthIng,299.6009453120225 dollars,1,Mike Davis,West
1970,9/13/2024,Customer 970,Surface Pro,cLOtHing,Missing,8,John Smith,Central
1971,4/23/2024,Custlmer 971,Nintendo Switch,Clothqng,TBD,1,  Mike Davis  ,West
1972,13-04-2024,  Customer 972  ,Surface Pro,  Sports  ,486.16,4,Chris Wilson,North
1973,21-08-2024,Customer 973,MacBook Pro,  Home  ,N/A,8,Sarah Johnson,West
1974,26-11-2023,  Customer 974  ,iPhone 15,  Clothing  ,1822.37,8,  Kevin Anderson  ,West
1975,30-12-2023,Customer 975,Canon EOS R5,Clothing,90.94100715070303 dollars,4,  Kevin Anderson  ,Central
1976,TBD,Customer 976,Blender Pro,Technology,1580.08,10,N/A,North
1977,Invalid Date,  Customer 977  ,Yoga Mat,  Technology  ,1125.18,6,KEVin AnDeRson,East
1978,Invalid Date,Custozer 978,Canon EOS R5,Technology,#N/A,5,Lisa Garcia,  South  
1979,TBD,Customer 979,  Blender Pro  ,  TEchnolOgY  ,TBD,8,N/A,West
1980,Invalid Date,Customer 980,  Coffee Maker  ,Sports,N/A,3,Sarah Johnson,Central
1981,Invalid Date,Customer 981,AirPods Pro,  Technology  ,"13,89,33,68,78,73,30,400",10,EMILy broWn,East
1982,Invalid Date,Customer 982,  Fitness Tracker  ,Electronics,146.16,7,John Smith,Central
1983,20-12-2023,Customer 983,ipaD aIR,eLeCtRoNics,1271.93,3,David Lee,North
1984,12/20/2024,Customer 984,Sony WH-1000XM5,Sports,399.17,#N/A,N/A,North
1985,10-07-2024,Customtr 985,  AiRpOdS pRo  ,Electronics,N/A,7,N/A,Wxst
1986,9/22/2024,  cuStoMeR 986  ,Nintendo Switch,  Clothing  ,TBD,2,-,centRal
1987,23-09-2023,custoMEr 987,PlayStation 5,Sports,$126.37,2,TBD,East
1988,Invalid Date,Customer 988,Coffee Maker,Home,1555.33,1,#N/A,Central
1989,Invalid Date,Customer 989,Sony WH-1000XM5,Home,1570.77,10,Sarah Johnson,North
ORD-1990,9/30/2024,custoMEr 990,  Blender Pro  ,Technodogy,#N/A,10,-,Soath
ORD-1991,12-11-2024,Customer 991,PlayStation 5,Technology,1020.71,2,Mike Davis,Central
1992,21-05-2024,  Customer 992  ,MacbOok pro,Technology,N/A,3,Mike Davis,  worth  
1993,Invalid Date,CustOMEr 993,  nintenDo SwitcH  ,Clothing,217.89,3,Kevin Anderson,gest
1994,31-10-2024,Customer 9c4,Blender Pro,Sports,1405.1931723684695 dollars,4,-,cENtraL
1995,06-10-2023,  Customer 995  ,Surface Pro,Technology,211.68254366831448 dollars,8,  Jessica Martinez  ,  wEsT  
ORD-1996,12-02-2023,  Customer 996  ,Tesla jodel 3,  Home  ,"$1,881.16",10,jessiCa MArtINez,nortH
1997,09-01-2024,Customer 997,  LeVi's jeAnS  ,Tekhnology,NULL,9,-,West
1998,30-06-2023,cuStOmer 998,  Coffee Maker  ,Electronics,-,5,Kevin Anderson,soUtH
1999,31-10-2023,  Customer 999  ,Tesla Model 3,Home,1313.09,2,#N/A,noRth
2000,16-07-2024,Customer 1000,XbOx SerIES X,Clothing,1951.6,7,Chris Wilson,nortH
